output,target
422.31998,399.15
423.67087,443.15
441.29883,399.15
387.60474,366.15
333.95352,308.15
319.24136,309.15
355.1472,379.15
464.533,365.15
471.95694,441.15
360.08875,324.15
320.52753,300.65
420.27667,410.15
309.09537,248.65
400.75354,447.15
372.35904,357.65
497.30817,489.15
411.01642,372.65
377.68866,370.15
412.4738,368.15
413.71234,421.15
425.0265,425.0
393.4312,448.65
373.5174,394.15
375.3164,348.15
384.37076,444.15
396.05347,383.15
410.9931,343.15
366.48322,403.15
323.21808,243.15
464.7979,415.15
378.67795,393.15
275.01788,323.15
386.93842,351.15
309.75604,307.15
408.82657,493.15
369.20633,458.65
454.96686,498.15
321.04596,360.15
481.5697,510.15
541.2618,537.15
385.2561,367.15
535.01117,542.15
375.95163,374.15
417.68045,416.15
448.3711,452.65
384.38678,311.95
493.9088,514.15
235.86273,253.15
353.7655,372.65
463.25705,375.15
444.00977,482.15
441.70294,439.15
465.7505,399.15
458.0453,449.5
398.98416,479.15
297.3194,345.15
376.75006,354.15
349.41547,323.65
427.38696,360.15
496.63123,451.15
485.58203,427.15
345.99643,423.15
480.01758,466.15
389.50708,515.15
329.60056,329.65
216.711,241.15
433.8175,536.15
381.66742,513.15
463.20886,513.15
474.31467,513.15
348.48694,359.15
395.06586,328.15
349.22827,368.15
409.44974,366.15
440.97607,459.15
482.40637,454.15
240.3758,214.15
487.3849,435.15
471.62555,427.15
505.43585,455.15
432.4856,415.15
413.55804,341.35
405.73566,328.15
294.02438,311.65
231.01399,198.15
448.17462,497.15
396.8775,453.15
458.43115,438.15
348.33612,300.15
403.8841,410.65
299.60553,297.15
567.98474,568.15
364.43597,379.15
355.22177,306.15
463.70404,498.15
330.0939,275.35
457.76974,371.15
376.3454,355.15
314.24878,241.35
354.2871,305.15
420.00543,395.15
397.27628,396.15
506.48944,478.15
362.11728,300.65
488.95813,453.15
483.4504,513.15
332.91107,311.15
294.0833,247.15
385.38672,343.15
455.2254,508.15
364.01224,306.15
496.07776,446.15
357.77057,315.15
515.66974,413.15
474.27545,416.15
303.2365,303.65
409.64062,398.15
488.1325,455.15
348.19247,343.15
471.7074,480.15
432.21893,358.15
348.53473,340.15
478.6999,426.0
414.05103,374.15
411.70325,399.15
413.1842,393.15
331.34256,315.15
529.7642,593.15
252.70679,210.05
460.96716,426.65
387.99066,367.15
419.9002,391.15
437.549,399.15
440.9344,366.05
440.89038,463.15
475.00116,485.15
547.6108,551.15
465.02795,472.15
380.32562,344.65
319.71588,317.15
383.49835,366.15
416.6421,401.15
457.7333,390.15
427.16437,380.65
502.343,462.15
451.94977,357.15
458.79388,499.15
433.5604,426.15
442.5564,497.15
437.04944,425.15
472.05737,501.15
388.44223,431.15
328.70074,317.15
462.05942,465.15
251.42743,427.65
415.185,467.15
441.6689,411.15
448.00015,451.15
381.32184,433.15
394.30057,427.15
497.03143,548.15
392.1095,380.15
495.82568,507.15
234.16194,433.15
478.21198,511.15
417.42972,380.15
409.8828,411.15
382.9661,409.15
280.15872,302.65
460.1646,483.15
304.99713,267.65
416.82916,362.65
358.53128,343.15
352.34723,334.15
381.58752,402.15
420.01935,413.15
342.1439,345.15
390.47253,312.65
425.54358,418.15
483.86432,432.15
467.18695,521.15
472.73886,392.15
408.04498,378.15
359.01334,310.15
448.29782,528.15
477.98425,487.15
439.29645,387.15
277.20114,378.15
459.16647,423.15
253.38507,295.15
308.75067,289.15
322.5039,323.65
326.50385,305.15
338.50977,279.05
327.2744,268.15
402.13925,397.15
343.7714,356.65
361.695,437.15
496.4467,468.15
431.7248,498.15
365.80457,312.15
425.41415,426.65
464.23193,411.15
432.3855,424.15
474.52515,412.15
436.92432,445.15
357.40863,358.65
401.69727,411.15
379.69037,304.15
439.2812,442.15
481.27716,425.15
517.29114,539.15
380.5157,478.15
499.1397,449.15
380.73734,363.15
352.54688,319.15
403.86835,366.65
402.01495,373.15
388.81848,416.15
356.44077,333.15
495.20813,513.15
440.7857,467.15
348.27808,307.15
466.02783,524.15
359.80685,338.15
379.94974,336.15
460.4611,334.15
376.98654,327.15
383.29977,424.15
420.49243,429.15
404.9885,379.15
472.8288,431.15
463.62378,422.15
411.10913,464.15
290.66727,323.15
366.10446,302.65
434.35916,446.15
261.78375,255.15
484.99207,454.15
260.84302,261.15
398.4367,400.65
532.1426,586.15
490.1808,533.15
404.1603,388.15
458.2051,388.15
433.4616,485.15
520.88104,558.15
426.05844,400.15
408.50177,395.15
477.31992,428.65
499.45184,530.15
441.8292,473.15
446.4334,317.65
423.585,423.15
410.45294,398.15
345.79028,361.15
327.35535,300.15
445.5899,375.15
323.42438,329.15
380.5351,437.15
379.72626,422.65
447.27554,478.15
403.95218,375.15
378.41357,348.15
460.72174,437.15
426.17062,363.15
211.05698,133.15
490.84137,507.15
303.65924,326.45
425.8955,403.15
397.8382,350.15
369.34586,340.15
533.5015,549.15
383.80762,329.65
494.359,485.15
383.95242,349.15
388.38083,346.65
359.40442,410.15
462.63593,458.65
199.1691,167.15
480.51923,462.15
378.0188,331.15
393.65543,407.15
503.18427,507.15
230.02837,182.15
339.98297,350.15
473.57135,437.15
419.57928,433.15
370.69824,363.15
456.4879,491.15
253.4712,280.15
388.98593,381.15
503.32556,503.15
455.48703,439.15
310.45682,330.15
326.55472,301.15
245.87364,153.15
436.1795,453.15
418.4632,379.15
460.21228,473.15
329.0558,320.15
320.43048,540.65
372.52966,391.15
357.49295,373.15
272.50427,230.35
402.61285,374.15
435.04376,378.15
510.05508,512.15
448.23532,466.0
407.90192,379.15
439.8902,529.15
522.5275,508.15
469.57526,371.75
322.93903,334.15
463.60522,490.15
402.40335,385.15
555.3639,415.15
406.7539,393.15
381.3747,447.15
425.22418,406.15
452.71356,443.15
248.57655,265.65
421.5951,415.15
418.25995,339.65
336.20413,327.15
390.6013,431.15
525.7305,635.15
306.30087,455.15
432.9141,366.15
386.22568,375.15
348.802,325.65
355.2552,326.15
465.1328,425.15
373.6357,399.15
574.5369,573.15
309.29617,289.15
481.1947,488.15
296.86063,267.15
435.8772,476.15
399.01105,436.15
374.2756,378.15
323.68958,408.15
342.7634,346.65
469.1063,450.15
415.58978,366.15
385.32388,421.15
455.19904,405.15
417.07758,366.15
331.34177,282.65
381.1881,376.15
235.54184,267.25
414.08752,442.15
372.06354,387.15
439.92993,389.15
422.14902,442.15
471.94006,388.15
426.2771,439.15
352.63425,335.65
336.9745,370.0
423.17603,440.15
354.3071,387.15
382.78375,387.15
409.855,405.15
560.27985,515.15
386.94623,425.15
428.94812,413.15
452.78357,396.15
258.62845,228.15
385.91156,393.15
484.91357,355.15
332.98038,310.15
410.37195,388.15
378.11926,383.15
474.39764,505.15
388.62805,376.15
401.53595,437.15
447.18054,428.15
390.0842,314.15
388.41144,372.15
474.2337,431.15
300.43433,280.65
417.2229,469.15
331.38977,382.15
451.0296,438.15
478.82446,495.15
396.56668,407.15
416.80444,376.15
448.89633,416.15
464.72217,445.15
426.1145,372.15
294.92563,301.15
358.51324,418.15
335.237,236.15
467.45813,584.15
554.4396,471.15
421.15424,441.15
263.3599,227.15
427.53873,467.15
451.06696,478.15
456.06567,439.15
388.83728,412.15
387.4037,373.15
445.16754,403.15
469.16626,581.15
401.40625,410.15
395.44263,503.15
389.54315,356.65
355.7154,354.65
423.94138,394.15
415.38208,407.15
344.04495,340.15
262.79532,198.15
411.60916,465.15
431.9945,511.15
487.68463,443.15
362.65363,315.15
375.64148,485.15
339.7242,326.65
478.50626,492.15
272.73273,253.15
504.302,498.15
449.5963,461.15
326.80267,363.15
463.64917,472.15
344.2691,323.15
344.2047,370.15
442.28265,517.15
374.83936,448.15
403.4507,367.15
460.12817,478.15
332.49207,335.15
512.9946,518.15
474.3648,409.15
472.32214,397.15
400.498,375.15
410.2667,491.15
501.8163,507.15
235.06789,165.15
418.70615,309.15
405.30103,375.15
344.19305,361.15
357.31677,308.15
457.43344,513.5
475.37848,332.65
392.63654,364.0
300.97125,277.15
375.95795,367.15
416.49335,385.15
535.11536,540.15
263.0206,279.05
323.37823,161.15
456.77527,432.15
412.85614,453.15
378.19427,352.15
418.47784,418.15
469.75262,461.15
509.29388,507.15
351.73868,322.15
419.54773,344.15
243.43532,204.15
354.47653,313.15
398.09106,410.15
519.9412,542.15
387.07483,417.15
474.4029,419.15
383.86133,377.15
483.10333,487.15
383.37857,334.15
383.78735,396.15
440.66406,455.65
250.90622,213.15
474.21338,453.15
359.62573,288.65
487.18878,431.15
329.26834,399.15
438.52597,473.15
408.59683,371.15
431.62408,409.15
476.21692,407.15
321.87973,264.65
358.05432,375.15
512.87286,406.15
385.65744,366.15
462.27313,459.15
430.48755,423.15
392.52206,485.15
388.16516,356.15
319.0165,283.15
456.12524,439.0
370.8344,357.15
326.42654,280.15
219.95982,151.15
471.16254,467.15
348.98138,321.15
464.4268,482.15
413.66418,407.15
377.74066,372.65
333.28064,293.65
464.762,383.0
546.51794,421.15
316.29047,310.15
398.10992,349.15
367.2425,312.65
458.94336,534.15
231.51965,460.15
487.36182,478.15
401.32446,365.15
365.5177,319.15
490.35724,425.15
380.52393,317.65
406.11102,445.15
419.306,319.75
485.89044,573.15
342.75372,362.15
349.4405,329.15
331.62195,343.15
486.82193,510.15
447.3131,437.15
393.9521,428.15
283.71515,218.25
419.5121,401.15
429.28412,442.15
379.27032,442.65
555.27795,447.15
414.59033,347.15
427.24075,503.15
436.9364,457.15
341.3485,316.15
401.63547,359.15
330.21616,313.15
396.71686,366.15
458.73358,367.65
423.9903,467.15
301.96823,285.15
505.13678,449.15
401.79785,488.15
316.3557,346.15
418.5133,488.15
465.67834,396.15
330.80933,292.15
419.32974,390.15
415.10724,373.15
394.31348,368.65
398.39825,341.15
386.64453,366.65
417.85223,437.15
419.3069,496.15
487.71466,509.15
520.35034,469.15
428.68152,476.15
481.5484,503.15
374.0622,357.65
447.46246,403.15
439.59238,438.65
441.7453,481.15
323.78607,303.65
357.8047,358.15
344.763,311.15
330.39496,337.15
453.87415,485.65
434.89014,499.15
383.7727,421.15
384.29242,406.15
410.10712,366.65
408.0302,374.15
389.8844,429.15
315.5381,315.65
394.06464,329.15
472.2722,451.15
469.85834,406.15
301.3025,302.15
403.81018,388.15
403.5982,397.15
504.92017,431.15
439.21176,391.15
424.39722,373.15
421.57877,380.15
392.36017,399.15
383.35382,367.65
332.60004,294.15
450.4479,399.65
476.6294,429.15
442.85352,419.15
386.2868,306.15
427.34885,376.15
403.6084,421.15
445.31586,545.15
565.3174,513.15
465.37305,474.15
270.94925,405.15
404.03784,413.15
453.31177,437.15
216.24323,155.15
543.0008,469.15
438.03925,500.15
411.54803,383.15
349.3136,333.15
345.97412,370.15
478.2427,490.65
437.15796,372.65
517.11835,497.15
399.80865,314.15
384.77148,313.15
458.9395,468.15
381.69238,399.15
250.52202,226.15
410.03625,453.15
400.82062,326.15
451.98694,450.15
280.0504,268.45
354.29605,373.15
489.2578,491.15
463.70007,505.15
255.80696,265.3
467.8423,429.15
423.15875,433.15
249.10387,299.15
477.60437,414.15
312.07446,287.15
486.69727,427.15
247.6657,283.15
328.62405,304.15
339.0822,195.15
270.42755,371.15
483.45728,464.15
395.0267,352.15
489.7888,538.15
436.35617,445.15
405.01642,347.15
260.31668,247.15
439.036,413.15
463.18088,489.65
365.6496,328.15
503.04108,507.15
503.0963,448.15
401.35065,413.15
477.51184,573.15
418.70508,399.15
521.1346,481.15
283.57718,227.15
352.6351,286.65
341.2802,291.15
265.57852,262.95
443.65753,396.15
427.53464,394.15
361.2065,355.95
361.46146,391.15
409.17657,389.15
357.30014,393.15
210.9885,161.15
398.55005,411.15
334.632,295.15
422.88202,418.15
494.62476,478.15
468.46307,473.15
421.61853,366.65
591.46857,498.15
330.70728,448.15
325.77606,308.65
437.2532,374.15
490.54602,571.15
404.7716,406.15
523.9842,513.15
470.05167,468.15
439.4964,424.15
463.34167,440.15
379.29913,391.15
386.44116,333.15
359.8641,384.15
439.39966,441.15
267.14673,253.15
459.79382,421.15
266.0797,191.15
354.4363,321.65
418.56406,553.15
440.23123,431.15
415.8492,472.65
472.90332,483.15
310.2839,341.15
487.45975,513.15
401.98938,377.15
504.91257,513.15
230.28186,108.15
428.93756,475.15
377.66693,301.15
407.1107,344.15
484.19766,511.15
364.27765,329.15
428.28955,409.15
407.3647,390.15
343.03485,316.15
394.46704,361.65
457.16284,540.15
249.29703,227.15
484.1151,454.0
379.90073,335.15
430.96246,458.15
411.94614,391.15
540.9191,573.15
415.33896,430.65
394.5983,392.15
475.1629,509.15
418.9628,433.15
368.264,381.15
308.81375,352.15
366.88843,402.15
357.0883,316.65
445.67432,464.15
309.79776,328.15
348.50122,372.15
377.71637,317.15
467.22095,464.15
479.64594,453.15
380.85004,323.65
372.78326,334.15
344.05078,325.65
324.5993,309.15
414.25552,414.15
348.83792,338.15
452.09088,378.15
497.59137,432.15
345.94214,337.65
324.39526,349.15
355.55933,332.15
453.25342,439.15
397.52203,313.15
325.59238,355.55
479.23352,487.15
469.52402,346.15
433.11905,451.15
359.94446,365.15
416.92245,388.15
423.8922,346.15
423.82935,416.2
397.49762,339.15
406.81897,413.15
462.9016,467.15
448.79788,337.15
467.0437,423.15
362.37988,369.65
411.41473,369.65
400.73633,355.15
264.13565,370.15
333.28076,305.65
554.3696,481.15
515.37946,473.15
510.77896,470.15
548.9369,627.15
406.37775,419.15
506.42285,456.65
493.8011,535.15
466.21838,458.65
496.594,533.15
376.35037,368.15
399.2431,378.15
364.72366,317.15
393.77045,445.5
299.0813,400.65
341.84668,315.15
433.0094,406.15
417.139,373.15
384.73755,363.15
355.24164,384.15
249.41513,193.15
447.09833,473.15
309.00177,310.45
370.02933,331.65
583.0554,560.15
408.0672,337.15
216.31209,159.15
410.51166,370.15
424.47766,414.15
365.81342,367.65
318.57407,187.15
413.3242,350.15
437.97946,428.15
456.7268,425.15
363.72504,403.15
434.26508,443.15
415.05426,354.65
382.35162,349.15
382.73407,417.15
440.8971,532.15
393.98718,298.15
341.8035,307.15
436.80878,290.15
438.63522,380.15
379.10464,325.15
453.36707,467.15
389.30798,383.15
473.96985,482.15
470.9099,469.15
493.745,497.15
485.94934,424.15
442.71698,521.15
414.6618,413.15
349.97495,366.15
468.14084,493.15
402.17432,329.65
381.94714,416.15
362.97452,325.15
386.86426,334.15
450.52536,402.15
414.03464,433.4
378.44434,332.25
318.81332,361.65
280.06122,140.15
343.90442,352.15
491.0486,433.15
381.23608,329.45
430.69373,421.15
325.7721,374.15
377.7644,372.15
352.16827,353.15
321.95575,339.15
215.48158,149.15
282.51398,273.15
520.9131,449.15
481.41064,433.15
403.09525,404.15
429.15558,464.15
513.6517,517.15
261.44632,245.65
445.70132,423.15
406.6328,423.15
295.0024,301.75
491.92273,428.15
398.67462,360.15
474.28107,449.15
352.83585,356.15
352.03302,416.15
350.80933,334.15
376.4205,354.15
457.8433,455.15
390.53427,503.15
266.84814,243.15
528.23663,513.15
399.3736,361.65
401.5284,402.15
364.15652,335.65
450.67297,478.15
363.14108,335.45
370.09665,427.15
485.6693,514.15
421.226,447.15
251.07755,216.15
395.4041,368.95
353.8059,375.15
410.73764,388.15
422.7579,366.15
366.47754,338.65
439.3944,431.15
305.5462,346.65
397.48477,374.15
465.4187,445.15
498.6825,443.15
404.2324,395.15
310.9809,305.15
394.17664,471.15
377.98392,379.15
397.78674,410.15
272.25247,263.15
404.47302,364.65
476.2556,450.15
347.59937,272.15
342.02643,254.15
360.85315,390.15
233.82733,209.65
326.1316,253.15
553.8632,543.15
298.5409,285.65
394.30762,344.15
453.35687,469.15
329.54672,343.15
468.87158,570.0
389.65002,378.15
455.18713,457.15
454.07495,449.15
333.5344,309.15
351.58496,282.15
315.77756,299.15
396.24323,375.15
345.61398,320.65
376.9982,317.15
438.19675,350.65
449.17743,463.15
417.07684,375.15
427.34143,380.65
425.40503,483.15
378.4165,379.15
479.0135,477.15
415.83453,366.15
388.27933,375.15
446.52283,520.15
420.3214,413.15
557.95795,558.15
419.61707,423.15
366.44525,222.15
443.4303,490.15
500.34988,533.15
455.18802,499.15
401.22583,403.15
360.13028,316.65
399.2487,359.15
402.8405,493.15
463.61703,416.15
408.59747,373.15
444.4842,510.15
413.05832,358.15
255.57013,242.15
428.83557,425.15
506.00577,469.15
207.48672,156.15
414.36902,375.15
431.2951,383.15
478.97446,539.15
430.68634,371.15
372.29916,309.15
436.58588,457.15
457.73022,539.15
447.1067,475.15
532.95667,547.15
389.1098,356.15
233.99834,203.15
346.2483,416.15
483.44354,458.15
346.2082,548.15
476.57324,433.15
474.11523,423.15
460.5678,417.15
384.4404,369.15
252.51399,216.15
352.17853,322.15
412.06598,443.15
409.75903,401.15
307.15735,195.15
398.52808,359.15
473.6279,506.15
387.22913,360.15
368.90558,332.15
360.31796,316.65
439.09116,382.15
338.216,350.15
355.4818,312.15
343.9615,379.15
396.37665,384.15
403.98672,402.15
404.05225,545.15
427.55045,368.15
347.94925,312.15
407.6119,467.15
469.1275,431.15
458.514,479.15
369.43,415.15
438.6681,449.15
388.52972,382.15
355.67996,332.65
315.50464,297.65
383.20862,319.15
364.68555,332.65
369.58597,349.15
346.13885,318.15
483.6703,443.15
421.20844,431.15
421.1989,396.65
461.73132,437.15
409.87314,454.15
362.45712,304.15
421.1824,427.15
485.10907,487.15
492.9823,436.15
269.8269,213.15
375.27625,329.15
334.18033,305.15
376.29062,357.65
340.11322,320.15
322.9955,310.15
466.7685,470.15
402.1528,383.15
420.4121,381.15
426.27228,408.15
446.2564,557.15
236.59448,198.15
337.17773,330.15
391.083,432.15
332.28516,195.15
428.76245,407.15
517.3931,413.15
197.17421,238.15
518.9159,495.15
405.15454,451.15
333.48688,310.65
521.97687,572.15
378.33145,418.65
432.38477,382.15
414.69232,341.15
485.78827,424.15
413.48486,373.15
323.77148,265.15
362.83862,292.15
435.1823,483.15
440.68268,413.15
375.28894,324.15
337.03824,253.15
357.54468,318.15
373.31503,316.15
450.61145,497.15
488.3717,439.15
426.9326,366.15
404.6881,428.15
422.6539,410.15
258.8391,214.15
447.19495,392.15
407.42773,473.15
423.208,385.15
357.93674,349.15
417.40906,445.15
438.64194,501.15
425.77252,423.15
413.60266,457.15
382.03076,345.15
452.0412,465.15
362.20538,325.15
478.5619,574.15
445.4118,434.15
456.74518,468.15
493.0775,458.15
451.38342,498.15
293.0175,361.15
381.63116,380.15
434.83948,475.15
249.11346,256.15
511.43744,587.15
411.08386,423.15
323.29013,313.65
307.66373,324.65
427.36758,398.15
401.6997,420.15
325.93478,360.15
393.2725,420.15
421.79254,353.45
469.03613,509.15
250.60988,239.15
263.3196,311.15
453.9184,441.15
310.728,334.65
276.1194,235.15
486.47443,522.15
504.13367,531.15
306.73065,313.15
321.35883,309.15
448.64743,375.15
355.40604,317.15
314.12173,318.65
494.4593,598.15
436.47638,417.15
310.73938,359.15
352.39206,345.15
399.24182,424.15
348.17102,342.65
550.5895,455.15
351.22537,315.15
406.8504,396.15
460.66125,443.15
466.50043,395.15
408.65823,280.15
404.9062,425.15
400.23007,357.15
365.47052,400.15
337.1563,327.15
338.47095,325.15
335.62964,335.15
412.16058,412.15
521.56555,468.15
393.70953,375.15
408.09567,409.15
269.14328,236.15
314.88336,332.15
426.43268,371.15
401.1464,442.15
358.39798,331.15
360.13907,387.15
509.6635,451.15
385.68604,395.15
477.94614,409.15
355.60574,336.15
408.50333,481.15
482.6936,553.15
450.23315,443.15
379.08157,369.15
470.75568,531.15
350.58383,368.65
411.58997,563.15
504.34512,443.15
368.77185,369.65
403.94366,459.15
374.31845,408.15
351.67776,324.15
433.46524,431.15
401.03168,405.15
403.03647,358.15
389.3473,400.5
209.36415,195.15
292.6316,293.15
461.6951,414.15
421.0714,351.15
345.66974,344.65
428.66077,433.15
421.27997,385.15
395.54623,375.15
360.8097,194.15
420.782,344.15
511.46118,536.15
371.38654,381.15
312.4375,331.65
359.71872,330.15
339.9855,366.15
469.7943,497.15
540.02747,443.15
361.00452,444.15
427.0456,425.15
522.5528,449.15
415.17834,389.15
373.4024,461.15
361.64368,318.65
483.56458,573.15
317.76373,293.15
508.85876,547.15
407.56085,464.15
419.06506,432.15
475.4546,442.15
475.82956,440.15
341.48294,358.15
503.56113,536.15
479.86227,583.15
321.1251,365.15
449.91193,441.15
497.16522,431.15
439.63953,530.15
327.5982,385.15
331.02585,318.65
481.89578,409.15
399.1566,398.15
379.22083,389.15
454.45737,417.15
462.0238,422.15
399.61322,371.15
477.75623,488.15
395.57672,352.15
523.7075,555.15
451.3963,471.15
413.65497,457.15
367.71674,449.15
330.62054,330.65
381.35995,379.15
337.1216,368.15
421.93317,442.65
454.7979,487.15
393.2932,400.15
294.7625,312.15
529.00195,546.15
415.3116,364.15
397.8156,347.15
421.06546,426.15
430.6035,404.15
459.66443,340.0
225.59964,198.45
346.07428,290.15
371.37726,322.65
476.4959,542.15
479.42087,551.15
439.75705,521.15
469.32617,425.15
394.1123,395.15
501.01553,477.15
494.80612,505.15
491.36566,529.15
378.03867,356.65
349.04108,338.15
247.99347,302.15
428.85922,491.15
340.3125,367.15
435.6715,423.15
411.57208,350.15
489.12717,423.15
315.6699,377.15
398.52667,349.15
447.41632,429.15
414.58136,457.15
233.74371,203.15
414.57605,391.15
383.14264,483.15
401.19104,406.15
376.80206,432.65
286.47852,277.15
487.38373,503.15
341.43298,405.15
328.0949,316.15
446.6893,391.15
382.02423,403.15
379.75897,359.15
397.2827,402.15
487.09305,488.65
464.54907,392.15
504.28595,523.65
502.86383,431.15
495.31073,455.15
375.6699,346.15
428.85175,585.15
452.79047,467.15
433.1245,497.15
428.39508,456.15
477.31247,416.15
399.1106,379.15
615.5378,623.15
377.36432,497.65
449.9499,384.15
396.01248,379.15
447.95898,348.15
331.15692,323.15
388.63788,368.15
344.20197,309.15
266.28513,185.15
360.63647,308.15
462.25504,330.65
376.89426,406.15
428.51215,388.15
456.417,462.0
472.5592,573.15
354.67383,308.65
263.61722,298.15
363.69977,356.15
520.4683,525.15
405.64075,345.15
460.91766,405.15
381.665,411.15
440.2669,437.15
474.44595,483.15
464.95862,415.15
481.8526,539.15
332.36002,573.15
407.5299,356.15
343.54218,351.15
426.6443,391.15
345.8478,313.15
347.4883,330.15
396.24725,466.65
461.6978,489.15
436.8385,421.15
361.7425,376.65
408.2194,395.15
396.29248,323.15
353.77335,341.65
331.67914,320.15
421.44373,389.15
412.1138,365.15
406.00824,403.15
325.52246,228.15
445.98712,433.15
489.54602,528.15
389.922,340.65
480.99725,450.15
378.55338,390.15
450.1631,539.15
457.5087,425.15
391.68262,442.15
407.23376,462.15
425.86792,492.15
416.0351,426.15
378.61957,381.15
402.32574,303.15
392.76245,389.15
370.95712,371.65
485.30746,423.15
311.71466,297.55
392.03833,393.15
470.69968,389.15
346.48273,343.65
486.14795,511.15
448.20215,433.15
472.19995,527.15
412.05804,436.15
246.66356,157.15
388.26416,323.15
449.79514,459.15
444.26196,412.15
414.01346,465.15
378.50543,426.15
365.8002,385.15
314.44803,320.15
333.3474,332.15
260.38245,218.15
316.95062,329.65
355.4973,357.15
459.01337,543.15
414.37518,407.15
318.3923,299.15
382.1915,341.65
513.29474,486.15
522.4897,569.15
425.86652,417.15
453.4873,495.15
348.924,314.65
346.83728,302.65
507.21417,561.15
597.68134,514.15
321.38248,322.65
343.07593,337.15
400.03308,348.65
333.38574,489.15
371.55328,349.15
444.47403,404.15
486.25842,455.15
375.17175,355.65
408.50964,469.15
397.61786,460.15
387.22095,353.15
390.8117,369.15
370.65125,313.15
508.48868,529.15
440.36905,457.15
395.04456,307.15
370.72162,352.15
394.78845,379.15
438.45264,495.15
333.43402,376.65
364.7888,410.15
351.98767,385.15
379.01727,437.15
332.2525,335.15
395.21613,424.15
467.6511,348.15
366.82874,429.15
377.71863,335.15
420.6178,437.15
412.44812,434.15
472.17535,405.15
409.23206,423.15
406.97955,471.15
412.30554,398.15
496.05225,583.15
381.58923,399.15
339.8348,305.15
430.82993,393.15
423.882,483.15
378.98242,350.15
309.95584,350.65
358.66888,355.65
399.59338,376.15
396.19635,342.15
403.4458,391.15
452.8723,465.15
283.93607,330.15
455.02637,487.15
341.09015,305.15
538.8527,573.15
492.73755,509.15
371.69696,361.15
472.9519,431.15
427.5556,432.15
441.58588,460.15
323.3311,295.15
214.18813,168.15
459.91248,393.15
361.12787,337.15
446.236,408.15
496.2623,458.15
253.15202,238.15
492.31842,458.15
424.2724,404.15
361.09836,320.65
445.80127,479.15
405.77136,393.15
