output,target
419.16724,426.15
389.61752,361.15
440.428,431.15
304.23376,269.15
393.363,375.15
408.44238,298.15
457.40256,474.15
342.56573,312.15
365.47186,304.15
345.63577,352.65
451.04605,563.15
523.9221,511.15
314.70023,309.15
394.0469,360.15
369.3618,442.15
418.5993,429.15
423.71246,503.15
312.07877,273.15
424.59088,437.15
343.0203,292.15
484.0884,507.15
153.73798,197.15
440.93088,432.15
452.66498,482.15
415.24194,447.15
499.85834,476.15
350.11777,389.15
374.9229,357.15
415.11774,375.15
436.37134,383.15
312.05725,254.15
304.47165,327.15
365.87387,369.15
502.34332,503.15
485.43546,451.15
290.5842,295.65
540.07245,548.15
339.84702,467.15
442.88434,437.15
395.10037,447.15
273.7409,190.65
467.85513,468.15
355.82205,315.15
365.8493,334.15
412.24197,378.15
503.2257,540.15
250.36313,199.15
471.04767,458.15
456.20773,485.65
381.1838,389.15
363.08115,450.65
340.9621,305.15
285.21863,460.15
485.26767,529.15
457.34796,433.15
452.41086,490.15
385.5222,300.15
352.3011,343.15
391.1672,363.15
439.28677,437.15
343.2477,309.15
332.51254,374.15
372.66174,282.15
357.51477,403.15
397.69638,391.15
528.67804,473.15
337.38477,363.15
423.1605,365.15
371.5851,446.15
403.48853,424.15
248.77504,238.15
344.6547,368.15
461.5574,503.15
483.54077,531.15
432.46936,407.15
389.805,440.15
393.05136,454.15
376.4736,368.15
299.68774,328.15
278.18024,200.15
373.2072,382.15
516.62665,378.15
409.6868,423.15
350.77325,360.15
340.68054,347.65
493.84094,572.15
417.72873,483.15
363.77982,377.15
500.11096,505.15
459.5389,479.15
380.43423,352.15
205.07898,212.15
306.4781,297.65
235.7052,217.15
352.28607,425.15
440.65393,379.15
463.61157,473.15
356.6923,322.15
362.777,363.15
472.07568,466.15
486.13193,458.15
466.6887,479.15
344.2646,341.15
143.90361,358.15
379.68442,403.15
459.91687,505.15
399.79663,459.15
432.9086,366.65
448.13412,439.0
376.41315,400.15
448.17212,427.15
354.9758,316.15
360.022,377.15
419.74234,400.15
467.36826,528.15
330.4036,329.65
486.11816,411.15
456.98474,511.15
334.79745,423.15
355.4854,361.15
436.8189,452.65
339.66537,345.15
318.36554,294.15
516.6411,593.15
416.96262,446.15
305.726,309.15
416.6709,378.15
394.75168,411.15
442.81287,445.15
393.248,395.15
230.78183,258.15
439.67566,523.15
233.6192,298.15
362.6591,326.15
413.42114,478.15
470.3743,449.15
432.65656,372.65
400.97565,461.15
385.5945,366.15
524.32904,511.15
442.37878,421.15
387.82568,445.15
448.61972,273.18
471.8694,471.15
455.8752,555.15
291.09747,355.65
419.62122,463.15
312.70218,281.15
364.7477,355.65
376.30722,349.15
390.77957,411.15
312.8202,346.65
387.43274,344.15
516.53375,472.15
388.3451,479.15
350.2926,402.15
409.48584,467.15
391.32376,442.15
547.3287,563.15
471.97812,487.15
470.36432,468.15
367.18176,410.15
417.41187,434.15
359.28012,379.15
416.87723,483.15
364.5409,407.15
343.8686,334.15
461.46533,493.15
390.06818,382.15
490.1813,449.15
364.98553,352.15
458.55875,443.15
523.3941,483.15
511.13782,587.15
238.96242,271.15
398.01532,357.15
349.96368,402.15
438.26468,522.15
195.61993,169.15
442.89282,438.15
375.4679,333.65
425.4489,393.15
367.9855,393.15
419.08508,519.15
388.98712,367.15
388.36777,364.65
334.94556,384.15
395.72778,420.15
423.3303,357.15
484.76428,457.15
541.7347,466.15
470.1512,464.15
358.27008,355.15
402.69083,476.15
376.13513,444.15
434.9927,413.15
369.44,378.15
407.7802,405.15
396.63965,381.15
436.30728,421.15
272.0092,255.15
353.4535,485.15
445.62073,473.15
420.76254,425.15
347.91226,329.15
424.4021,499.15
335.80347,311.15
466.8873,421.15
465.51102,415.15
441.58508,404.15
320.9832,325.15
274.32727,262.55
441.22668,420.15
395.30988,395.15
369.32602,386.15
419.8683,318.15
213.8363,156.15
350.7309,299.15
450.24115,449.15
499.54337,483.15
284.94138,278.95
281.7666,327.15
355.4557,394.15
416.3817,541.15
285.03934,268.15
399.10565,407.15
397.9311,385.15
313.81293,319.65
329.7957,301.75
293.66434,303.15
447.18137,443.15
471.91434,497.15
399.78912,334.15
456.6344,458.15
346.81293,381.15
547.0731,498.15
408.20844,423.15
426.0705,439.15
471.65128,573.15
421.41977,409.15
489.26938,472.15
375.91342,375.15
364.08728,329.15
394.75925,405.15
412.65277,419.15
340.9046,345.65
464.1124,463.15
286.05322,213.15
424.63968,424.15
374.2663,253.15
265.9748,255.15
414.0633,451.15
455.93262,357.15
328.24643,310.15
329.6056,356.15
461.198,428.15
291.76102,297.65
391.4667,393.15
394.8936,368.95
276.13602,238.15
374.20993,358.65
434.48346,472.65
326.5699,334.15
370.76233,414.15
343.84564,315.65
318.42026,334.15
487.69727,453.15
371.95697,331.15
482.46936,533.15
301.7771,322.15
298.98645,268.15
499.49182,517.15
503.4875,523.15
403.00247,424.15
504.8766,503.15
422.9882,273.65
465.89206,559.15
413.52106,443.15
425.2487,468.15
483.6443,473.15
320.80707,332.65
382.85486,305.15
412.60092,511.15
463.68982,453.15
437.29584,367.15
339.836,321.65
353.52002,341.15
327.7006,309.15
399.94272,325.15
496.51016,509.15
411.36926,356.15
399.96863,409.15
383.11844,409.15
453.66208,585.15
399.52957,336.15
261.08215,216.15
252.37215,304.65
409.0306,387.5
415.063,381.15
430.2016,415.15
342.3405,297.15
334.7055,324.15
515.37933,501.15
463.25592,495.15
373.70685,283.15
429.3438,485.15
286.732,403.15
314.3691,339.65
409.71652,375.15
369.16827,366.15
508.60727,485.15
388.8487,348.65
298.97067,252.15
359.28665,330.65
492.55933,469.15
333.89587,366.15
443.93195,501.15
372.15652,388.15
301.74237,310.15
467.54755,463.15
402.5658,404.15
236.05034,223.15
210.03922,216.15
427.67767,457.15
431.86444,513.15
501.8454,437.15
321.8303,361.15
493.48166,525.15
430.8718,444.15
250.49991,370.15
469.48422,467.15
342.3145,387.15
421.6978,433.15
325.85895,351.15
400.9869,438.65
395.6341,416.15
476.0257,513.15
335.5702,403.15
428.81995,455.15
393.18265,390.15
457.14285,398.15
447.40216,425.15
405.28284,430.15
397.90735,450.15
463.81686,526.15
452.87766,432.15
292.94135,316.65
431.19614,481.15
356.26334,319.15
459.73193,416.15
353.79858,369.15
322.14764,326.65
466.03284,483.15
496.337,391.65
319.6529,310.15
468.3274,527.0
350.5328,379.15
358.61115,345.15
337.8343,378.15
394.3957,390.15
430.07257,382.15
428.66574,417.15
421.60638,338.15
327.91022,307.15
456.08188,358.15
455.45746,544.15
498.4782,497.4
241.84099,253.15
310.37506,324.15
411.5291,509.15
282.7796,365.65
320.55798,356.65
427.7632,415.15
443.3391,477.15
513.39087,513.15
441.94388,470.15
396.63766,467.15
474.74927,529.15
457.8312,492.15
366.33545,314.15
427.41418,417.15
421.61255,448.15
530.88916,488.15
408.3442,403.15
235.56581,220.15
479.8889,457.15
393.40073,339.15
407.06503,353.15
419.1001,350.65
373.28903,326.15
436.32385,382.15
414.44504,400.15
308.04285,337.15
336.63904,330.15
381.157,393.15
341.21112,327.15
371.90216,344.65
433.3953,401.15
435.82043,454.15
453.12427,371.15
374.58807,319.15
297.5581,323.65
455.48984,454.15
353.5395,341.15
187.99628,174.15
514.0687,479.15
405.38803,455.15
446.69168,420.15
338.19305,323.15
444.47192,417.15
282.1032,247.15
399.57343,485.15
267.22607,223.15
377.882,397.15
294.19266,314.95
414.27966,432.15
390.66235,354.65
489.23807,482.15
226.76193,241.15
439.21893,415.15
458.8229,444.15
470.37125,597.15
420.85303,385.15
434.0569,385.15
487.967,431.15
421.3477,366.65
510.64737,529.15
525.6367,355.15
381.40897,354.15
375.78275,384.15
483.13165,420.15
397.72845,372.15
400.31064,458.65
416.574,433.15
360.31476,306.15
462.44635,543.15
434.9077,395.15
391.86438,340.65
314.8419,280.15
310.6257,323.65
375.5668,517.15
389.6916,363.15
409.19424,356.15
412.06702,436.15
342.332,354.15
381.823,409.15
341.79196,342.65
331.7506,395.15
410.43964,323.15
402.14578,479.15
344.15396,412.15
472.4433,477.15
372.3709,418.0
470.9911,405.15
395.72983,411.15
366.60446,357.15
460.22177,422.15
436.5512,448.15
359.41882,413.15
346.4036,372.65
404.74048,405.15
381.97552,442.15
392.6821,443.15
420.9903,468.15
420.14478,419.15
378.0411,494.15
465.59802,437.15
311.00812,333.15
331.62897,364.15
220.06946,284.15
368.7337,396.15
373.56857,442.65
485.33228,448.15
421.01752,521.15
489.29956,443.15
447.97418,438.15
422.97687,518.65
407.08606,377.15
356.32,384.15
306.464,372.15
408.16034,449.15
346.3673,344.15
284.39096,341.15
420.5946,488.15
357.42892,359.15
331.53094,377.15
540.737,522.15
456.01764,522.15
458.48975,443.15
472.4449,424.15
376.01837,390.15
455.4934,564.15
394.83365,431.15
505.1872,519.15
421.9771,437.15
293.58875,298.15
489.46735,525.15
234.27301,269.15
447.26337,482.15
432.87906,419.15
397.76923,467.15
368.29623,354.15
382.37717,385.15
415.15622,509.15
390.9744,412.15
411.49655,424.15
500.4768,409.15
314.5286,305.15
367.4034,498.15
440.3224,431.15
413.48465,409.15
318.89407,328.15
368.4249,343.15
329.39078,390.15
329.28784,295.25
517.4516,523.15
420.76297,280.15
357.66998,304.15
349.66183,348.15
432.63196,393.15
486.2536,489.15
326.69077,320.65
359.39203,332.15
451.84363,384.15
390.1402,367.65
326.6937,284.65
365.6214,329.15
476.62494,442.15
421.86703,371.15
264.86612,233.15
350.68802,327.15
405.90048,453.15
462.0534,513.15
291.79105,250.75
448.45804,382.15
524.93066,463.15
414.9469,350.15
467.38538,498.15
451.99222,510.15
385.63263,396.15
369.65424,399.15
476.0633,396.15
418.49304,402.15
428.24713,413.15
494.28824,489.15
380.8943,443.15
460.76685,374.15
438.25323,398.15
362.862,347.65
167.8317,151.15
337.78964,357.15
370.61514,364.15
322.18552,343.65
446.42838,469.15
456.9618,414.15
388.30115,391.15
219.5097,240.15
510.7838,513.15
401.47955,375.15
360.07516,389.15
495.7082,497.15
500.96252,573.15
334.1102,343.15
412.35583,363.15
247.51442,228.15
368.6695,393.15
310.66144,294.0
421.36847,443.15
416.7471,435.15
256.36963,243.15
462.9475,498.15
428.95932,394.15
400.18463,439.15
370.7315,471.15
388.0521,394.15
382.92422,325.15
416.57208,437.15
404.1152,495.15
378.0832,393.15
367.16385,382.15
323.33456,319.15
460.81567,425.15
354.46136,324.15
335.13516,344.65
316.8191,320.15
297.22733,316.15
495.5908,479.15
410.544,495.15
437.5537,395.15
451.09808,527.15
355.60535,333.15
355.44992,304.15
351.5036,342.15
564.78986,573.15
477.34723,432.15
465.02454,441.15
374.1236,368.65
232.48616,173.15
328.40097,302.65
485.20703,506.15
467.29547,471.15
510.43457,437.15
355.0074,349.15
437.55676,489.15
472.53864,449.15
303.0939,203.15
410.11148,427.15
413.8961,489.15
385.47516,307.15
477.1664,492.15
381.11023,431.15
501.77686,514.15
357.1302,348.15
381.14697,453.15
322.01184,365.85
365.6931,354.15
470.96204,432.15
456.4547,431.15
325.60718,300.15
448.3591,483.15
207.5867,213.15
520.87665,475.15
433.452,461.15
425.33365,473.15
369.97623,313.15
378.28262,393.15
465.34738,483.15
385.0036,400.15
279.79947,246.35
401.3522,419.15
421.85202,457.15
359.6716,309.15
451.82172,439.15
476.9393,449.15
348.94348,357.65
378.42184,385.15
337.52316,324.15
410.83945,373.15
356.83163,362.15
271.78018,243.15
308.7219,289.15
389.17282,313.15
327.48798,385.15
337.07352,344.15
446.5794,425.0
531.61395,523.15
411.35025,376.15
375.94443,366.65
355.8415,384.15
370.69272,326.65
399.72446,466.65
463.94296,349.15
324.22125,332.15
532.4213,441.15
342.6326,331.15
168.32098,133.15
284.87015,311.15
219.50162,165.15
452.247,505.15
360.48785,357.65
462.16144,430.15
436.5124,389.15
430.00348,413.15
379.26453,352.65
478.23145,456.15
339.15582,336.15
387.44073,450.15
279.7833,154.15
398.26733,403.15
358.24573,332.65
383.2982,390.15
336.1512,307.15
310.5803,257.15
485.4628,412.15
352.07816,347.15
462.14688,533.15
526.3001,515.15
418.06458,424.15
479.6035,450.15
341.50653,317.65
393.30325,405.15
399.45898,469.15
502.81076,449.15
506.2976,552.15
458.48035,437.15
402.93573,459.15
448.38702,425.15
361.59457,412.15
330.4608,329.15
388.13705,355.65
468.01984,445.15
425.43585,453.15
490.10236,570.15
374.4496,420.15
408.07306,347.15
428.1529,461.15
361.14938,396.15
402.28094,437.15
357.42438,328.15
378.8616,341.15
428.32495,389.15
399.30954,423.15
401.47534,395.15
523.2767,527.15
420.5617,433.15
361.4966,305.15
337.28128,337.15
302.56537,294.85
251.83115,223.15
408.37985,358.15
505.39276,413.15
437.72385,414.15
385.4812,405.15
352.5702,319.15
495.599,465.15
467.86057,424.15
491.9104,462.15
437.19763,404.15
339.75168,220.15
416.33096,375.15
372.4441,356.15
465.72986,403.15
367.496,388.15
475.4936,525.15
328.37036,311.15
391.47226,358.15
445.8943,499.15
355.32217,322.15
435.08807,445.15
407.80426,366.15
357.36465,379.15
376.55182,306.65
463.96606,452.15
405.95605,428.15
224.31622,210.15
479.57675,543.15
407.09305,348.15
501.38544,485.15
307.97086,334.15
414.18115,387.15
351.74347,291.65
369.83676,482.15
343.85913,355.15
445.24323,437.15
383.68097,267.15
221.87381,195.15
363.27887,414.15
496.44434,393.15
317.95752,334.15
281.32867,277.15
379.3147,405.15
470.4372,466.15
255.36263,218.15
452.58017,449.15
455.2935,459.15
379.84122,331.15
423.2079,419.15
324.08694,322.15
367.04358,352.65
406.70728,398.15
257.68674,164.15
380.38995,392.15
475.75583,433.15
400.19714,321.15
335.415,337.65
461.06824,461.15
426.58197,498.15
399.1509,460.15
250.7237,246.35
429.02676,417.15
328.2656,310.65
445.77182,503.15
494.38965,535.15
337.42374,409.15
362.60812,333.65
379.31888,378.15
459.4517,528.15
380.4009,365.15
396.59525,389.15
339.79752,351.65
418.4444,383.15
459.98468,506.15
460.37463,487.15
504.13812,476.15
304.6078,332.15
468.72488,450.15
386.72412,441.15
329.25775,366.15
427.9557,440.15
459.76535,398.15
477.3758,482.15
384.63452,399.15
367.9886,374.15
462.1963,489.15
413.20645,426.15
290.09982,313.15
356.0242,379.15
274.52878,223.15
436.62476,491.15
356.24518,345.15
505.7196,532.15
389.73285,393.15
484.22568,579.15
318.91122,333.15
406.55103,449.15
289.99777,339.15
172.46956,144.15
303.19595,265.15
341.83636,375.15
476.0702,402.15
511.00305,488.15
438.6009,442.15
341.29767,353.15
477.2517,491.15
362.30365,385.15
321.04025,370.15
408.55283,407.15
429.647,482.15
478.13513,447.15
440.4733,532.15
382.9309,372.15
334.1015,367.15
430.7472,543.15
379.56305,427.15
366.27853,359.15
365.81177,358.15
324.49307,353.15
503.35345,429.15
369.92126,349.15
426.36316,443.15
497.44708,489.15
389.2634,303.15
451.96625,441.15
444.25244,457.15
423.89468,353.15
345.38702,332.15
337.2331,345.15
298.15366,310.15
237.16916,230.55
531.03656,572.15
515.2383,468.15
321.96814,334.15
406.3902,409.15
375.51218,340.15
424.66986,384.65
323.90927,478.15
527.5078,478.15
323.57312,305.15
380.596,453.65
396.32877,293.15
389.4693,397.15
395.00357,330.15
450.13828,468.15
254.9982,302.15
350.14774,455.15
341.46912,295.15
407.202,441.15
357.27457,377.15
532.10175,513.15
310.37967,333.15
363.45514,303.15
289.68805,232.15
383.3794,370.15
371.44073,383.15
414.09338,406.15
482.8778,442.15
409.82178,436.15
447.8744,364.15
452.54926,405.15
428.73065,417.15
366.3204,405.15
390.89105,349.15
489.54657,477.15
338.18848,349.65
476.31076,391.15
349.0062,325.15
508.38092,503.15
382.55704,380.65
387.909,426.15
437.92014,332.65
312.5189,286.65
333.1414,333.15
398.94046,410.15
429.6815,390.15
353.96323,399.15
504.62177,533.15
467.5522,503.15
295.93674,317.65
509.59897,503.15
216.72841,212.15
433.03662,521.15
476.06534,391.15
346.55505,340.65
349.92142,288.15
457.49106,434.15
370.301,344.15
461.42157,498.15
406.23135,417.15
374.36893,340.15
435.68616,462.0
475.9369,516.15
377.26636,453.15
426.69757,400.15
360.75742,312.15
367.16635,340.15
328.2353,308.15
469.43893,483.15
468.97867,479.15
528.1301,467.15
375.09637,474.65
494.84375,483.15
493.71613,519.15
396.0199,425.15
332.1228,335.15
312.7987,243.15
361.21295,442.15
376.87692,392.15
478.12387,425.15
320.17923,264.15
432.87384,415.15
442.28326,474.65
506.5289,513.15
399.81516,390.15
407.6266,459.15
282.77966,302.65
154.55084,173.15
356.28586,342.15
378.6365,397.15
418.44196,456.15
376.711,420.15
275.93668,315.65
423.25485,425.15
422.5843,387.15
378.57,373.15
254.60458,161.15
450.99557,463.15
448.9113,537.15
350.02145,389.15
445.892,383.15
504.68954,527.15
478.18475,540.15
285.76675,427.65
279.54745,247.15
377.42612,378.15
351.1615,390.15
492.46582,511.15
439.56323,379.15
455.36603,423.15
416.7613,403.15
393.27655,431.15
433.06763,375.15
374.50143,379.15
402.9193,374.15
384.627,447.15
414.32928,443.15
360.18448,307.15
381.33948,424.15
428.9201,467.15
529.6775,492.15
307.9123,308.15
371.5444,509.15
364.21075,363.0
356.31213,353.65
382.74353,378.15
372.28964,754.15
321.70612,302.15
406.94955,375.15
444.66577,441.15
317.91022,303.65
432.58203,421.15
305.56775,317.15
434.76904,415.15
396.82513,434.15
403.6389,407.15
508.34085,596.15
305.6534,329.65
446.68823,455.15
406.25912,375.15
447.25092,458.65
510.39493,415.15
468.80432,431.15
366.43372,341.15
509.65796,581.15
461.6606,431.15
205.21808,183.15
370.0372,338.15
325.76105,320.15
356.51837,358.95
461.19727,465.15
469.5467,500.15
295.7453,306.15
334.03406,530.15
468.18686,441.15
367.02835,224.35
347.37253,379.15
270.72742,308.65
440.01257,415.15
349.6772,318.65
393.28317,374.15
383.13568,344.65
535.93365,512.15
473.1348,425.15
393.41357,248.15
394.5961,373.15
382.62088,447.15
462.21863,534.15
335.8672,297.65
332.06274,315.15
430.40335,417.15
344.28183,312.15
426.75604,419.15
415.32407,385.15
392.679,491.15
464.83795,473.15
361.55356,429.15
467.6729,523.15
441.88443,464.15
324.43842,290.65
374.53012,352.15
401.7276,388.15
292.22797,272.15
422.45493,413.15
279.88916,255.05
372.10245,337.65
383.08124,306.15
423.20148,439.15
428.67386,489.15
337.97186,369.15
407.29855,528.15
523.68536,489.15
368.3049,318.15
371.7354,345.15
266.26617,284.15
347.67505,365.15
400.1209,503.15
368.95032,323.65
480.05997,409.15
395.17963,312.65
367.08698,351.15
461.2143,504.15
515.506,539.15
430.496,433.4
465.99615,385.15
362.70813,365.15
293.4445,298.65
260.7343,261.15
351.72592,320.45
407.30176,386.15
401.47632,372.15
414.76376,341.15
452.70895,361.75
369.98474,361.65
319.5085,334.15
506.896,500.15
391.12106,429.15
440.4469,403.15
470.70633,497.15
450.6787,518.15
509.0688,451.15
363.96454,334.15
394.35672,410.15
391.92932,383.15
443.49023,425.15
430.2193,460.15
451.5263,381.15
447.28302,437.15
253.5193,265.3
437.62268,342.15
450.0194,375.15
208.5523,243.15
421.692,366.15
390.5446,394.15
259.12775,281.15
369.73367,313.15
468.17523,468.15
266.05438,223.15
411.94614,384.15
390.071,339.15
474.96207,456.15
379.99094,365.15
376.16544,468.65
344.69202,357.65
327.95987,282.15
343.98782,293.15
531.4045,633.15
389.45987,306.15
356.45428,403.15
352.96014,322.15
374.893,565.15
331.18845,331.65
350.47897,354.65
454.03546,381.15
373.7568,391.15
475.98245,490.15
427.00543,490.15
333.86118,329.15
551.19476,574.15
353.93222,329.15
531.81964,544.15
349.9824,317.15
423.95496,722.15
403.01553,426.15
443.47137,380.15
415.03592,274.15
382.26733,343.15
562.4701,531.15
375.2269,358.15
265.0553,265.15
382.5911,319.15
392.00537,387.15
353.50812,351.15
328.9659,358.65
455.21768,424.15
427.96368,412.15
400.9471,473.15
387.34552,377.15
393.17136,371.15
468.46835,523.15
347.74512,322.15
427.18582,393.15
341.84338,315.15
453.17413,394.15
391.8644,386.15
361.46677,442.15
422.77365,423.15
406.39218,376.15
321.67413,277.15
361.744,304.15
428.75217,371.15
360.4597,369.15
465.99734,419.15
444.3934,428.15
380.92755,429.15
434.09317,389.15
400.12668,406.15
399.55872,486.15
452.2901,469.15
307.03912,303.15
488.31744,470.15
379.632,377.15
462.75525,391.15
452.3689,384.15
355.07294,360.15
500.658,391.15
305.6239,303.15
433.36905,410.15
147.97647,159.15
410.35675,336.15
385.17328,379.15
487.13452,425.15
456.90466,479.15
542.7303,521.15
335.712,348.15
369.21164,367.65
349.5703,385.15
358.72443,418.15
330.92944,379.15
503.88757,563.15
380.4402,367.15
466.62115,471.15
354.99014,352.15
217.33972,183.15
354.0125,350.15
332.24173,355.65
499.86966,555.15
345.08603,311.95
476.06537,569.15
363.78464,334.65
376.5611,375.15
468.4174,536.15
170.23087,185.15
297.141,348.65
356.9393,343.15
485.29742,453.15
502.89148,569.15
363.76013,399.15
487.2638,503.15
382.40506,411.15
420.72827,433.15
399.21225,397.15
420.7965,453.15
401.08273,391.15
385.0213,425.15
445.43585,425.15
375.3892,364.65
376.72977,373.15
364.51407,381.15
371.8483,465.5
424.06863,420.15
358.0052,348.15
285.49475,299.15
288.30405,312.15
336.49374,295.15
343.86627,318.15
359.31323,323.15
528.6756,568.15
478.30484,584.15
396.93884,380.15
399.0854,483.15
431.97717,539.15
443.91867,510.15
337.72534,368.65
419.74078,397.15
324.95605,357.15
246.36328,275.65
449.20435,422.65
401.92746,369.15
438.3338,497.0
447.38568,440.9
475.48636,482.15
282.81412,268.45
482.20093,473.15
417.0474,449.15
340.9833,461.15
506.08038,549.15
389.9425,397.15
506.42264,572.15
470.96204,569.15
387.28607,388.15
378.59885,375.15
451.55847,476.65
266.82123,247.15
435.62082,478.15
304.97238,370.15
326.9327,334.15
420.8244,457.15
376.83835,329.65
182.17632,195.05
413.26312,467.15
409.3731,453.15
310.7683,332.65
474.24265,436.15
378.49673,447.15
376.04166,368.15
438.01892,444.15
374.7948,282.95
480.07715,497.15
384.65323,383.15
494.15872,412.15
377.66965,390.15
310.63596,373.15
482.30316,534.15
449.08337,467.15
376.3357,463.15
408.87527,433.15
383.07904,415.15
531.0867,512.65
415.05713,381.15
442.02374,450.15
412.35397,407.15
363.99686,470.65
451.3012,483.15
481.94836,541.15
377.4192,469.15
466.88458,479.15
458.53076,433.15
350.89484,368.45
451.45413,437.15
337.34854,422.65
486.64966,495.15
394.40668,366.15
359.31903,370.15
383.38617,360.15
467.53784,573.15
378.41782,375.15
385.954,368.65
238.6842,245.65
443.13974,409.15
465.87195,419.15
408.42938,495.15
272.24734,329.75
326.52972,279.15
454.60205,481.15
401.0374,328.15
237.84851,198.85
408.79974,411.15
377.86874,325.15
441.29584,447.15
464.5524,520.15
383.50436,384.15
447.20593,473.15
304.25446,303.15
286.4654,491.15
382.0926,351.15
361.12527,323.65
353.6653,304.15
368.0794,323.15
465.33127,408.15
469.00458,372.15
245.78427,387.15
431.86832,388.15
394.75903,348.15
502.7794,483.15
322.09332,307.15
447.60583,412.15
445.8328,449.15
374.85547,435.15
383.06665,379.15
380.92786,431.15
449.37885,428.15
423.31372,472.15
359.60382,356.65
423.47076,427.15
384.0269,383.15
518.4802,475.15
458.0119,421.15
509.28976,435.15
290.92203,195.15
360.06888,256.15
393.56976,391.15
211.49211,340.65
245.29022,198.15
468.82217,426.0
372.0829,353.65
337.01355,330.15
411.77203,390.15
460.0097,438.15
375.38275,376.65
388.69394,323.65
358.59482,324.65
415.7259,402.15
465.18262,430.65
341.3779,356.15
333.50476,408.15
460.03387,478.15
443.68198,501.15
313.67502,329.15
386.15485,421.15
499.89722,513.15
407.22278,486.15
366.78668,372.65
441.11957,467.15
435.3694,411.15
504.66974,511.15
455.80124,493.15
450.61633,441.15
439.1799,445.15
440.85513,483.15
292.20343,322.65
347.06702,313.15
363.44757,328.15
242.22446,213.15
372.57788,444.15
422.8598,414.15
466.80838,473.15
323.77084,352.15
359.09174,342.15
410.46234,386.15
361.06592,346.15
386.61606,450.15
267.3814,216.05
453.14642,516.15
354.00726,349.15
276.1271,258.15
515.5219,432.15
444.9383,489.65
516.89856,548.15
420.00775,403.15
448.74634,508.15
366.5533,427.15
404.61664,411.15
443.40277,390.15
488.66238,472.15
438.82367,450.15
421.15472,408.15
326.70917,342.65
